Date,Open,High,Low,Close,Volume
2020-01-03 08:00:00,0.1675,0.17208,0.1675,0.17208,2906.4
2020-01-03 10:00:00,0.17268,0.17268,0.17228,0.17252,1271.7
2020-01-03 12:00:00,0.17254,0.17323,0.17245,0.17323,3075.8
2020-01-03 14:00:00,0.17228,0.17228,0.17095,0.17144,7962.9
2020-01-03 16:00:00,0.17167,0.17224,0.17126,0.17224,389.5
2020-01-03 18:00:00,0.17224,0.17224,0.17224,0.17224,0.0
2020-01-03 20:00:00,0.17224,0.17224,0.17224,0.17224,221.3
2020-01-03 22:00:00,0.17252,0.17252,0.17242,0.17242,500.0
2020-01-04 00:00:00,0.17313,0.17319,0.17244,0.17244,557.6
2020-01-04 02:00:00,0.17244,0.17244,0.17244,0.17244,0.0
2020-01-04 04:00:00,0.17215,0.17225,0.17159,0.17159,229.7
2020-01-04 06:00:00,0.17263,0.17263,0.17254,0.17254,400.0
2020-01-04 08:00:00,0.17254,0.17254,0.17254,0.17254,0.0
2020-01-04 10:00:00,0.17254,0.17254,0.17254,0.17254,0.0
2020-01-04 12:00:00,0.17209,0.17209,0.17209,0.17209,271.3
2020-01-04 14:00:00,0.17209,0.17209,0.17209,0.17209,35000.0
2020-01-04 16:00:00,0.172,0.172,0.17128,0.17139,31657.0
2020-01-04 18:00:00,0.17205,0.17301,0.17136,0.17186,3195.6
2020-01-04 20:00:00,0.17258,0.17258,0.17258,0.17258,227.1
2020-01-04 22:00:00,0.17215,0.17215,0.17205,0.17205,575.2
2020-01-05 00:00:00,0.17323,0.17442,0.17323,0.17442,764.6
2020-01-05 02:00:00,0.17397,0.17397,0.1738,0.17389,187.7
2020-01-05 04:00:00,0.17389,0.17389,0.17389,0.17389,0.0
2020-01-05 06:00:00,0.17389,0.17389,0.17389,0.17389,0.0
2020-01-05 08:00:00,0.17372,0.17389,0.17372,0.17389,1592.6
2020-01-05 10:00:00,0.17406,0.17406,0.17406,0.17406,910.5
2020-01-05 12:00:00,0.17406,0.17406,0.17406,0.17406,0.0
2020-01-05 14:00:00,0.17406,0.17406,0.17406,0.17406,0.0
2020-01-05 16:00:00,0.176,0.176,0.176,0.176,1335.0
2020-01-05 18:00:00,0.17665,0.17665,0.1759,0.1759,1600.2
2020-01-05 20:00:00,0.17587,0.17587,0.17587,0.17587,209.9
2020-01-05 22:00:00,0.17479,0.17492,0.17373,0.1739,1244.4
2020-01-06 00:00:00,0.17492,0.17492,0.17492,0.17492,60.0
2020-01-06 02:00:00,0.17492,0.17492,0.17492,0.17492,0.0
2020-01-06 04:00:00,0.17565,0.17565,0.17549,0.17549,974.0
2020-01-06 06:00:00,0.17549,0.17549,0.17549,0.17549,0.0
2020-01-06 08:00:00,0.17617,0.187,0.17617,0.18577,20440.2
2020-01-06 10:00:00,0.18577,0.18577,0.18577,0.18577,0.0
2020-01-06 12:00:00,0.18303,0.18303,0.18299,0.18299,195.1
2020-01-06 14:00:00,0.18299,0.18299,0.18299,0.18299,764.4
2020-01-06 16:00:00,0.18299,0.18299,0.18299,0.18299,0.0
2020-01-06 18:00:00,0.19,0.19,0.19,0.19,56.1
